memory_point,kind,likes,reason,author,created_at,text,url
旗熠青海与应援色,post,61,粉丝点评/关系记忆表达明确,聪明的大兔兔,04月27日 23:40 转赞人数超过50,云熠星河超话 🌌#云熠星河# 藏一朵春天，赴一场长久……旗熠青闪耀泰兰德✨你们的长久希望我可以鉴证🩵 2泰国 ​,https://m.weibo.cn/detail/5292270342901202
同框默契与并肩感,post,61,粉丝点评/关系记忆表达明确,枫谲秋,05月03日 13:09,云熠星河超话 🌌#云熠星河# 致每一位身在星河的姐妹：我知道最近很多人心里都很累，很委屈，也很难熬。有失望，有心酸，有被辜负的瞬间，有说不清道不明的疲惫，甚至慢慢萌生了想要转身离开、悄悄退场的念头。我都懂，真的都懂。可是能不能，再坚持一下，不要就这样走散好不好？我们当初是为什么来到云熠星河的，还记得吗？是一眼心动，是满眼偏爱，是看到他们同框时藏不住的温柔，是被他们之间的真诚和默契深深打动。我们隔着屏幕，怀揣着同样一份热忱与真心，从陌生到相识，从孤单一人变成一群人。这片超话，早就不只是一个圈子，是我们安放热爱、寄托,https://m.weibo.cn/detail/5294476320835397
不拆承诺与1.4定海神针,post,61,粉丝点评/关系记忆表达明确,草莓椰花糕_,01月05日 22:32,#云熠星河# 云熠99,https://m.weibo.cn/detail/5251856101805413
星河宇宙与引力文案,post,61,粉丝点评/关系记忆表达明确,冷落凉楼,02月01日 12:39,云熠星河超话云熠星河超话 ｜#云旗郝熠然# 借用一下贴内其他小星河的文案众所周知，咱家sw前必闹👻1.先是同IP的所谓“路人”说拍到了照片/视频，然后说和做一些似是而非、神神叨叨的事，你们知道TA是人是👻吗，上次的“路人”还是那谁家的大粉哦2.再是在小🍠涌现大量xuan学帖，一顿算呐，统一都是CP粉喜欢听的话，就跟那搞推xiao的人一样，“用了你就变美”，“买了你就暴富”，信了你就是（）3.最后是各种扒🐢🍬的分析贴，有人瞌的恨不得当ss去验证一下，请问你们还正常不，要变yi啦？这一系列操作又是路人先行，加以各种,https://m.weibo.cn/detail/5261491467193647
星河宇宙与引力文案,post,61,粉丝点评/关系记忆表达明确,早晚要起床,02月07日 22:06,云熠星河超话🌌 #云旗郝熠然# 未来漫长，愿你们被光影偏爱，角色与星光皆为你们加冕 @云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5263808429297398
不拆承诺与1.4定海神针,post,61,粉丝点评/关系记忆表达明确,星尘岛,02月07日 22:58,云熠99，星河长明，成年人的爱情就该这么飒！”,https://m.weibo.cn/detail/5263821404900513
角色作品入坑与真诚努力,post,60,粉丝点评/关系记忆表达明确,嗯啊的不爱吃剩饭,2025年12月17日 00:35,你好，可以帮我戴一下项圈吗？ไม่มีผู้ชายคนนั้นจะดีไปกว่าคุณหรอก 7.旁边桌子上来了两个当地人小情侣，你侬我侬，吃个炒河粉硬是吃出烛光晚餐的架势，看的云旗心烦。吃完半份炒河粉的云旗冷不丁的开口：“普普，我有话想跟你说。”郝熠然本来就被盯得发麻，又被这句话一吓彻底脑子空白，一时没反应：“告白吗？”周围像小说里写的那样陷入死一般的寂静，连霓虹灯都放了慢速度变色。“在这儿吗？”“我逗你的”两个人同时开口，又同时沉默。云旗：“我有个朋友……”郝熠然：“我是想说……”死一般的寂静又来了。想谈心,https://m.weibo.cn/detail/5244639487460390
星河宇宙与引力文案,post,60,粉丝点评/关系记忆表达明确,都来拜见喵喵大王,2025年12月24日 03:03,云熠星河超话 大家请看图，已知今年是2025年，再过一个星期是2026年。但是我们的本子上是2020年，大家再看一下他们俩的日期，一个是21号，一个是28号云旗：202021（爱你爱你爱你）普普：202028（爱你爱你爱吧）小心思真的好难猜啊毕竟四五年前的本子也是很难找了今天又是被甜到的一天完全睡不着我是一只快乐的小星河,https://m.weibo.cn/detail/5247213380567117
同框默契与并肩感,post,60,粉丝点评/关系记忆表达明确,小新没烦恼52,01月12日 18:54,云熠星河超话 🌌 #云旗郝熠然# 从初遇时的拘谨客气，到并肩时的彼此守望，眼底是藏不住的在意与克制。前奏一响就陷进去了，世人都盼圆满收场，可他们隔着世俗与时光，偏偏是爱里带苦亦带光，苦海浮沉中唯彼此是救赎。每一个眼神交汇、每一次下意识保护，都在诉说未曾宣之于口的深情。不求人人懂这份羁绊，只求他们在自己的世界里岁岁相依，“苦海虽深，有你同行便不算沉沦，菩萨哪有不堕罪”，这对云熠我能嗑一辈子！@云旗Yunqi @郝熠然 L小新没烦恼52的微博视频,https://m.weibo.cn/detail/5254337928630921
星河宇宙与引力文案,post,60,粉丝点评/关系记忆表达明确,上九天揽岳_7199,01月14日 16:03,⸝ဗီူ⸜⸝ဗီူ⸜ ⸝⸝⸝⸝今天关键词：我们💗 ♬•*¨*•.¸¸♪✧•*¨*•.¸¸♪•*¨*•.¸¸♬ˡ▹𝗜𝘁'𝘀 𝗮𝗹𝗹 𝗮𝗯𝗼𝘂𝘁 𝘆𝗼𝘂🎼 @薛之谦 ‧₊♫₊˚🌟甜度超标💕ᯐ @云旗Yunqi @郝熠然 ⋆͛♥︎⋆͛‧₊˚Ⱄⱄᐝ💭‧⁺ 𝓘 𝓱𝓪𝓿𝓮 𝓷𝓮𝓿𝓮𝓻 𝓼𝓽𝓸𝓹𝓹𝓮𝓭 𝓵𝓲𝓴𝓲𝓷𝓰 𝔂𝓸𝓾⸝⸝⸝🫶🏻ᐅ和我一起听歌吗ᖰ • ֊ • ᖳ K天外来物☆₊⁺* 𝓢𝔀𝓮𝓮𝓽 𝓢𝔀𝓮𝓮𝓽 * *💭·许͜愿͜瓶͜：🌌云熠同频，星河共鸣🌌 ❤️云熠99🧡 🎶｜🎧 ᵔ ıllıııllıl ♪ K陪你走到世界尽头,https://m.weibo.cn/detail/5255019767010472
星河宇宙与引力文案,post,60,粉丝点评/关系记忆表达明确,静默争喧,02月06日 22:50,云熠星河超话 🌌#云熠星河# 🌌 #云旗郝熠然# 我们相约后天（2月8号）晚上8点，于xhs 云熠小世界，一起见面啦。姐妹们，大家记得一起哦以后的日子会越来越好，一起相约下一个五年，下下个五年未来的路，我们熠旗走@云旗Yunqi @郝熠然 ​​​,https://m.weibo.cn/detail/5263457165509226
旗熠青海与应援色,post,59,粉丝点评/关系记忆表达明确,芙梨Anita,04月29日 11:29,云熠星河超话 🌌 #云熠星河# 借一抹旗熠青，寄一份长久念，予云熠岁岁无忧。 ​,https://m.weibo.cn/detail/5293001471690230
直播互动与口头名场面,post,59,粉丝点评/关系记忆表达明确,yoon在,03月22日 20:19,云熠星河超话 🌌#云旗郝熠然#每次刷到云熠的片段都忍不住嘴角上扬。没有轰轰烈烈的名场面，全是藏在细节里的温柔。会下意识护着对方，会认真听对方说话，会在人群里悄悄看向彼此。这种不张扬、不刻意的双向在意，才最让人上头。原来最好的感情，就是你在我身边，我就觉得安心。@云旗Yunqi@郝熠然,https://m.weibo.cn/detail/5279364195552514
不拆承诺与1.4定海神针,post,59,粉丝点评/关系记忆表达明确,是真的挽卿,2025年12月21日 21:22,云熠星河超话 把云熠99打在公屏上。云熠99！！！云熠99！！！云熠99！！！云熠99！！！云熠99！！！云熠99！！！云熠99！！！云熠99！！！云熠99！！！ ​,https://m.weibo.cn/detail/5246402758184471
小星河与引力场守护,post,59,粉丝点评/关系记忆表达明确,云熠52星河,2025年12月29日 13:49,云熠星河超话 🌌#云旗郝熠然# 致云熠🌌 郝熠然云旗很高兴认识你们，很幸运可以加入云熠星河这个大家庭，与众多小星河一起陪伴云熠，也很幸运看到你们演绎表现出来的游书朗和樊霄。自从看了52每周开始期待与你们见面，期待你们直播，期待你们能天天开心快乐健康。从不追剧的我开始耐心等待你们的所有，开始使用🧣想要了解认识到更多的你们。我印象中的你们是特别真诚的小朋友，温柔体贴，内心是非常坚毅的人，但是温柔的人也非常容易内耗，习惯性认错，害怕辜负喜爱你的人，但是我想告诉你们:我喜欢你们开心快乐，不要因为看到听到了很多不友好的人和,https://m.weibo.cn/detail/5249187811690253
不拆承诺与1.4定海神针,post,59,粉丝点评/关系记忆表达明确,暖暖的小花哚,01月23日 14:19,云熠星河超话🌌#卡姿兰 云熠星河久久不拆#本命轻薄服帖如云 ，就像云旗和郝熠然的同频默契💞清透不压晶熠，恰似他俩看向彼此的闪亮眼神✨ 卡姿兰认证：暴走百里山河不卡粉，持妆持色不脱轨就像我们云熠CP，久久不拆，稳稳幸福💖（文案来自：@是苏诗情啊 ）@云旗Yunqi @郝熠然 ​​​,https://m.weibo.cn/detail/5258255031863396
不拆承诺与1.4定海神针,post,59,粉丝点评/关系记忆表达明确,甜辣爆爆,01月31日 20:31,云熠星河超话 🌌#云熠星河# 少年并肩岁岁年年，云旗熠然一路生花，小星河爱意永不落幕。@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5261247740384884
演唱会奔赴与巡演回忆,post,59,粉丝点评/关系记忆表达明确,小语_0619,01月31日 13:07,#云旗郝熠然澳门演唱会官宣# 🌌#云熠星河# 🌌🌌当镜头中的美好延伸到线下的狂欢🥳，这场属于@云旗Yunqi @郝熠然 以及小星河的演唱会正式拉开序幕🎉！此刻镜中人便是眼前人，让我们一起屏息期待。🌌🌌 ​,https://m.weibo.cn/detail/5261136192865769
星河宇宙与引力文案,post,59,粉丝点评/关系记忆表达明确,米丫丫嘟啦,02月04日 22:49,云熠星河超话 🌌#云熠星河# 星河璀璨，熠熠生辉 我们是不会拆的 未来的路，我们一直都在 云熠同行，未来可期 @郝熠然 @云旗Yunqi ​,https://m.weibo.cn/detail/5262732006001973
演唱会奔赴与巡演回忆,comment,59,粉丝点评/关系记忆表达明确,甜甜干饭喵,Tue Apr 21 23:47:36 +0800 2026,银河愿以赤诚为伴逐光而行，前路熠熠生辉， 踏遍山海，不负遇见，共赴前程万丈光芒。 在这场以章为契的奔赴里， 时光温柔相伴，热爱永不落幕。,https://m.weibo.cn/detail/5290287989785404
演唱会奔赴与巡演回忆,post,58,粉丝点评/关系记忆表达明确,海宝宝是最棒的,今天19:35,云熠星河超话 🌌#云熠星河# 祝所有想去演唱会的姐妹都有票！咱们理性消费，现在价格炒的太高了咱们缓一缓不要给🐮狂割咱们韭菜的机会旗熠青浅，云熠情深。本次香港场次只是年度收官，并非永久告别，来日方长，相见总有来日。希望大家理智追星，好好生活、善待自己，从容相伴，岁岁长久。,https://m.weibo.cn/detail/5295298186578368
星河宇宙与引力文案,post,58,粉丝点评/关系记忆表达明确,Danvivn,04月12日 12:41,云熠星河超话 🌠 #云旗郝熠然# 入坑名场面，常看常新啊Brighter than ever🌟光芒万丈，未来可期🔥 ​,https://m.weibo.cn/detail/5286859083089488
星河宇宙与引力文案,post,58,粉丝点评/关系记忆表达明确,Sweet_DJL,02月01日 20:52,云熠星河超话 🌌#云旗郝熠然# 🌌#云熠星河# 一个是烈火般的性子，笑时张扬，仿佛世间没有什么能让他低头；一个是清月般的温柔，总在别人看不见的地方，为他挡风遮雨。世人皆道他们不合，只有他们自己知道，这世上再没有人比彼此更懂对方，爱情不是唯一定义感情的标准！他为他收敛锋芒，学会沉默；他为他披上铠甲，学会勇敢。他们之间不需要惊天动地的誓言。山河远阔，人间烟火，他们携手走过风雨来时路。我不过是一个看客，却在这段故事里，看见了最真挚的情意。不论未来怎么样，我们只需要记得当下的他们，真的很好。@云旗Yunqi @郝熠然 ​,https://m.weibo.cn/detail/5261615432994983
不拆承诺与1.4定海神针,post,58,粉丝点评/关系记忆表达明确,九歌坛墨,02月04日 22:48,#郝熠然直播#云熠星河超话 今晚我是最幸福的cpf。正主无数次提到“我们”、雨伞保护星星就像他要保护我们小星河一样、多次提到“dddd”、咋还学会咬手指了呢？（和谁学的我不说dddd）、明明是单人sw却有无处不在的gjh、星河望远镜🔭、同担拼了四天的双人拼图被郝熠然收下了、…cpf全都给我上桌吃饭！！！我看谁还咯噔云熠99不拆啊啊啊啊啊啊,https://m.weibo.cn/detail/5262731814112240
