memory_point,kind,likes,reason,author,text,url
纪云禾与鲛人系角色记忆,post,2238,粉丝点评/记忆表达明确,迪迪卫小管家,#恰似故人归# 纪云禾真是女主控的最爱呀“我纪云禾生来好胜不服管，就喜欢知其不可为而为之。”明明是最向往自 由 的 灵 魂，却一次次被 囚 禁，从万花谷到仙师府。她始终是断崖上那个霸气又不羁的纪云禾。期待电视剧恰似故人归超话 @Dear-迪丽热巴 【迪丽热巴恰似故人归纪云禾】#迪丽热巴恰似故人归# dlrb#迪丽热巴纪云禾# L俺八段酱的微博视频,https://m.weibo.cn/detail/4753208247059666
迪拜报平安/守护型记忆,post,2232,粉丝点评/记忆表达明确,纯示,#热巴后援会说我们都非常爱你牵挂你#所以现在到底是个什么情况，从得知热巴滞留迪拜后，本人从未给过任何回应，应该报个平安吧！粉丝该有多着急啊！ ​,https://m.weibo.cn/detail/5272703000641902
白日提灯贺思慕/女鬼鬼王记忆,post,2227,粉丝点评/记忆表达明确,星姐微博,迪丽热巴陈飞宇白日提灯直播第三场全程cut（44分钟） #陈飞宇为迪丽热巴戴脸链# 有刷到一些贺思慕的二创+陈飞宇说有看到慕胥辞不要再奖励段胥了哈哈哈+迪丽热巴学陈飞宇度段胥的台词+陈飞宇搞怪模仿迪丽热巴说话+主创还原你是否在雪山上救过一只酱板鸭名场面哈哈哈+陈飞宇说迪丽热巴做手工像在做饭+陈飞宇对迪丽热巴撒娇叫姐姐+迪丽热巴弹奏起风了+迪丽热巴陈飞宇五连比心 #热巴陈飞宇说英文好苏##迪丽热巴问白日提灯固屏去哪了# L星姐微博的微博视,https://m.weibo.cn/detail/5282973915287322
生日生贺与小小迪陪伴记忆,post,2212,粉丝点评/记忆表达明确,L桃桃桃子,#迪丽热巴# 粉上这样一位宠粉天后简直太幸福啦会跟粉丝说多多见面也会每次见到粉丝热情的打招呼还会给粉丝写信和在生日发布免费单曲🥺跟巴巴酱之间的热爱小故事永远说不完没有体会过这些的人不会懂的 Frustrated0603的微博视频,https://m.weibo.cn/detail/5136926354969900
任安乐/帝梓元角色记忆,comment,2210,粉丝点评/记忆表达明确,龚俊的夫人,安乐传电视剧版爱意盈满的每一天，都是520。龚俊韩烨@龚俊Simon ，我们爱你。爱你孤胆英雄，青松气质，坚忍谋略，宽广胸襟，更爱你心中的赤诚。俊味仙永远是你的铠甲与后盾。,https://m.weibo.cn/detail/4771132949135863
红毯神图与高定封神造型,post,2198,粉丝点评/记忆表达明确,中网传播,#迪丽热巴白日提灯热度登顶##鞠婧祎这几个小挑眉好灵#塑造力封神对决，@Dear-迪丽热巴 和@鞠婧祎 内娱顶级塑造力正面碰撞，迪丽热巴超话浓颜塑造力，气场千面可飒可柔，异域骨相驾驭多元风格，一颜千面张力拉满，每一种风格都自带高光，鞠婧祎超话精致塑造力，眉眼灵动风格百变，精致氛围感自带记忆点，甜飒切换游刃有余，塑造力直接拉满，迪丽热巴和鞠婧祎谁的每一帧都精准戳中审美？ 迪丽热巴和鞠婧祎谁的每一帧都精准戳中审美？,https://m.weibo.cn/detail/5292105037777563
爱丽丝与热巴的双向奔赴,post,2197,粉丝点评/记忆表达明确,不灭幽灵,#迪丽热巴看粉丝无人机应援#追星最美好的样子不过如此，迪丽热巴值得，爱丽丝们也值得,https://m.weibo.cn/detail/5173228412601281
行走的油画/神女美貌出圈,post,2194,粉丝点评/记忆表达明确,圈美伢,说真的，我一直觉得迪丽热巴花期很长，十年前热巴的美貌就很出圈了，到至今迪丽热巴依旧美丽，全球最美榜单内娱四美都有她的影子，怎么说呢，我觉得热巴现在比以前更吸引人更有魅力了，美丽的皮囊只是她最不值得一提的优点，她稳定强大的内核才是圈粉的关键，而且30岁出头人生才开始，热巴会越来越好的 ...全文,https://m.weibo.cn/detail/5292729630197741
枭起青壤/聂九罗表演突破,post,2194,粉丝点评/记忆表达明确,小丸子爱吃樱桃__,迪丽热巴超话梦回聂九罗#迪丽热巴聂九罗#dlrb #迪丽热巴枭起青壤#,https://m.weibo.cn/detail/5290642515170260
生日生贺与小小迪陪伴记忆,post,2187,粉丝点评/记忆表达明确,百度人物,【#明星小百科#】大家好！今天给大家介绍一位兼具美貌与演技的实力派演员，她就是@Dear-迪丽热巴，让我们一起来认识一下吧！✨❤️个人简介：迪丽热巴（Dilraba），全名迪丽热巴·迪力木拉提，1992年6月3日出生于新疆乌鲁木齐市，毕业于上海戏剧学院表演系，中国内地影视女演员 📅 ‌生日‌：6月3日🌍 ‌星座‌：双子座💌 ‌昵称：小迪、胖迪、热巴🎬 ‌高光时刻‌：▸ 2016年凭《克拉恋人》斩获2015国剧盛典观众喜爱的新人女演员▸2,https://m.weibo.cn/detail/5213981553460101
爱丽丝与热巴的双向奔赴,post,2181,粉丝点评/记忆表达明确,DI-WARRIOR大院,【生日应援投放视频】 ——滴滴，爱丽丝在吗？ ——听说，6.3号北京崇文门搜秀可以“偶遇”这个酷girl ——我还听说，还有两个城市也能遇到她！！ cr：溪宁、桃子、boy仔 #迪丽热巴0603生日快乐##迪丽热巴乔晶晶##微博饭制频道# DI-WARRIOR大院的微博视频,https://m.weibo.cn/detail/4643321538151455
演员成长与角色群像评价,post,2162,粉丝点评/记忆表达明确,迪迪卫研究所,迪丽热巴 爱丽丝们🍒新年快乐💗 2025这一年，最高产艺人演员迪丽热巴，为我们带来了两部优秀的电视剧和两个从未尝试过的角色，用强有力的演技说服观众。在下沉市场收获了更大领域的剧粉、收获了多样式的好评与赞赏。 暑期黑马口碑爆款的《利剑玫瑰》邓妍，让更多人知道“流量不再是飘渺的 ...全文,https://m.weibo.cn/detail/5250198454141671
任安乐/帝梓元角色记忆,comment,2162,粉丝点评/记忆表达明确,·芙蕖,💗朝思暮想等烨来，茶饭不思只为俊。而今盼得与君见，万语千言涌心头🌸。520来诉衷情，龚俊韩烨殿下@龚俊Simon 我爱你，期待日日长相见~!Mua~~❤ (ɔˆз(ˆ⌣ˆc)!!! 安乐传电视剧版,https://m.weibo.cn/detail/4771132949135863
生日生贺与小小迪陪伴记忆,comment,2146,粉丝点评/记忆表达明确,迪热热的叮铃玲,我最最珍贵的小巴，生日快乐🎂 #迪丽热巴0603生日快乐#,https://m.weibo.cn/detail/4776341105016896
嘻嘻迪/表情包/可爱梗,post,2119,粉丝点评/记忆表达明确,吉彦斐,400岁人间留子哈哈哈哈哈好有梗 ​,https://m.weibo.cn/detail/5278490581534832
红毯神图与高定封神造型,post,2116,粉丝点评/记忆表达明确,虞愿岚语,青涩 还以为是考古没想到是新造型#迪丽热巴# #没想到吧#,https://m.weibo.cn/detail/5294436084875303
白日提灯贺思慕/女鬼鬼王记忆,post,2109,粉丝点评/记忆表达明确,不啊感情淡了放盐阿,迪丽热巴超话 不许走‼️今天大家都很棒，以平日来说而且是两万四左右冲到快两万七千，真的十分棒，我们要继续努力👍🏻弹幕和弹幕+1好好坚持到12点，晚睡的也可以继续多做到1点早睡的也不要关掉腾讯，要一直挂播🎁花钱的礼物就可以停了，如果还有免费的人气票还未送出可以送#迪丽热巴白日提灯# dlrb #迪丽热巴贺思慕# dlrb #白日提灯#,https://m.weibo.cn/detail/5282665909463513
演员成长与角色群像评价,comment,2105,粉丝点评/记忆表达明确,夏日巡南,🌟 破局而立，向心而行 🌟，期待@常华森 🥜 以细腻演技，描摹梁思源于鎏金世界🌆中寻觅本真的成长轨迹🌱，为角色注入独一无二的灵魂与温度。✨,https://m.weibo.cn/detail/5289725082733212
爱丽丝与热巴的双向奔赴,post,2102,粉丝点评/记忆表达明确,小满说车,#迪丽热巴#迪丽热巴对粉丝真的太好了 现场跟粉丝一起大合影！有这样双向奔赴的爱豆 真的好幸福！ 小猪爱点评的微博视频,https://m.weibo.cn/detail/4849524990542521
白日提灯贺思慕/女鬼鬼王记忆,post,2084,粉丝点评/记忆表达明确,北极星Polaris_D,两张伟大的脸就这样现场重现#白日提灯# 名场面！#白日提灯微博追剧团# ✨#迪丽热巴回复陈飞宇# L北极星Polaris_D的微博视频 ​,https://m.weibo.cn/detail/5282898762530844
乔晶晶与《你是我的荣耀》入坑记忆,comment,2079,粉丝点评/记忆表达明确,47追的是光啊,荣耀最终不负所托，在2021暑期大家真真正正见证了乔晶晶的诞生，好的角色是足以让人相信她来过，乔晶晶成功了，永恒的夏日浪漫，你是我们的荣耀@Dear-迪丽热巴,https://m.weibo.cn/detail/4673454328515349
行走的油画/神女美貌出圈,comment,2075,粉丝点评/记忆表达明确,哆巴胺巴巴,我惊了你是什么人间巨美！我的泪此时此刻已为你日夜不停昼夜不息的撒落！你的容貌是神赐吗我哭了你怎么这么美貌呜呜！这难道就是仙女吗我没了我为姐姐的绝美容貌而落泪天使下凡不过如此吧您的脸就是神的恩赐吧呜呜我真情实感为姐姐的美貌落泪我的尖叫声让方圆百里声控灯坏掉啊啊@Dear-迪丽热巴,https://m.weibo.cn/detail/5279381217350964
白日提灯贺思慕/女鬼鬼王记忆,post,2071,粉丝点评/记忆表达明确,妖纱o诺儿,#白日提灯# 400年的鬼王大人！颠覆传统叙事，这个女上位原来这么爽！ 我的法度，不可忤逆！ #迪丽热巴# #迪丽热巴贺思慕# 妖纱o诺儿的微博视频,https://m.weibo.cn/detail/5279204983966398
爱丽丝与热巴的双向奔赴,post,2068,粉丝点评/记忆表达明确,不灭幽灵,#内娱和粉丝双向奔赴的明星#真诚，尊重，热爱，这就是迪丽热巴与爱丽丝之间的关系 欧阳温诺的微博视频,https://m.weibo.cn/detail/4930724052602818
白日提灯贺思慕/女鬼鬼王记忆,post,2038,粉丝点评/记忆表达明确,酉时日没,迪丽热巴超话梦回阿兰若#迪丽热巴贺思慕#,https://m.weibo.cn/detail/5287543492318190
爱丽丝与热巴的双向奔赴,post,2036,粉丝点评/记忆表达明确,钟声熄灭前,迪丽热巴不仅给粉丝点了奶茶面包鸡汤等逆应援，还专门改路线去拿粉丝的信，姐好宠粉 我没想到，巴姐送的鸡汤竟然是整只鸡看着就好香啊，当姐的粉丝好幸福,https://m.weibo.cn/detail/5264400198931727
迪拜报平安/守护型记忆,post,2035,粉丝点评/记忆表达明确,纯情大表姐,#迪丽热巴报平安# 最好的热巴 爱丽丝会一直爱你😭 姐姐平安就好 大家都平安就好 “一生热爱 步履不停” “我们一起继续往前走呀” 纯情大表姐的微博视频,https://m.weibo.cn/detail/5272846008851620
机场饭拍与日常陪伴片刻,post,2000,粉丝点评/记忆表达明确,钮钴禄兔神,热巴9.25号飞巴黎的，10.7号回国了，待了12天，爱丽丝们期待一下后面美美物料啊#巴黎机场偶遇迪丽热巴回国#,https://m.weibo.cn/detail/5219254049441925
机场饭拍与日常陪伴片刻,post,1979,粉丝点评/记忆表达明确,星姐微博,#迪丽热巴骑车梦回关小迪##迪丽热巴骑车路透# 卫蓝骑车VS关小迪骑车，梦回了迪丽热巴《虽然不能同时拥有一切》路透🈶️#迪丽热巴肖顺尧美颜鬼王捡了个杀手# （cr：logo） ​,https://m.weibo.cn/detail/5228555095245913
生日生贺与小小迪陪伴记忆,post,1911,粉丝点评/记忆表达明确,赵磊30M的雷丘,迪丽热巴#迪丽热巴0603生日快乐# 是淳美灵动的白凤九 是努力进取的李慧珍 是机智英勇的李长歌 更是爱丽丝心中的女神 飘逸的长发飞舞， 精致的五官灵动， 明媚的笑容温暖， 婉转的声音动听。 曾走过荆棘丛生的道路， 也踏上铺满鲜花的舞台 ， 摄像机里记录下了你的努力， 掌声和欢呼 ...全文,https://m.weibo.cn/detail/4776215153740647
白日提灯贺思慕/女鬼鬼王记忆,post,1904,粉丝点评/记忆表达明确,奶思玩家,这个白日提灯好会勾引人 怎么还没到328我要看迪丽热巴贺思慕,https://m.weibo.cn/detail/5279265228588475
白日提灯贺思慕/女鬼鬼王记忆,post,1902,粉丝点评/记忆表达明确,不再枯萎我的無畫夏,这条帖看的我好爽！“爱巴者风生水起”这句话没在开玩笑，爱丽丝爱迪丽热巴是唯爱！🥹 可以抢抢白日提灯云包场 请支持一下贺思慕,https://m.weibo.cn/detail/5281264533766176
爱丽丝与热巴的双向奔赴,post,1896,粉丝点评/记忆表达明确,不灭幽灵,迪丽热巴喀什的初雪与飞机延误这小概率的事情也被新疆爱丽丝们碰到了，真的是痛并快乐的经历啊。愿今天接机成功🙏,https://m.weibo.cn/detail/4993004673176510
爱丽丝与热巴的双向奔赴,post,1886,粉丝点评/记忆表达明确,范范靓女在线爆锤,#迪丽热巴杨紫最新开工营业照# 纯路人 美女好勤奋啊 无缝进组营业 要颜值有颜值 要实力有实力 要实绩有实绩 要口碑有口碑 和粉丝双向奔赴 美女营业甚是安慰😇 期待美女即将上映的女性缉毒主旋律电影猎毒 #杨紫用特效妆骗爸妈自己在剧组打架# 范范靓女在线爆锤的微博视频,https://m.weibo.cn/detail/4862890567798751
爱丽丝与热巴的双向奔赴,post,1876,粉丝点评/记忆表达明确,星姐微博,#迪丽热巴到大理了# 现场好多爱丽丝接机，一路跟粉丝挥手的迪迪！ 热巴收信 #迪丽热巴大理# （视频cr：logo）,https://m.weibo.cn/detail/5143321899697694
白日提灯贺思慕/女鬼鬼王记忆,post,1826,粉丝点评/记忆表达明确,迪迪译家亲,【白日提灯剧评分享】 “这部剧的方方面面真的都做到了顶级。” “她仅凭眼神就能传递出层层递进、细腻入微的情绪，这演技真的太绝了” … 看到不同语言的人都在认真对待、用心感受贺思慕@Dear-迪丽热巴 ，心里暖暖的 #迪丽热巴贺思慕# #迪丽热巴白日提灯#,https://m.weibo.cn/detail/5291898929676320
白日提灯贺思慕/女鬼鬼王记忆,post,1826,粉丝点评/记忆表达明确,面包脑袋迪,【现场 | #迪丽热巴谈白日提灯的拍摄体验# 】在#白日提灯微博追剧团# 现场，@Dear-迪丽热巴 谈及贺思慕一角从模糊到清晰再到完整的过程，“很多点子是边拍边有的，感谢导演和对手演员们的信任，现场跟大家的沟通非常愉快、高效，会让我有更多灵感。”她还与@陈飞宇Arthur 还原剧中“名场面”，一秒转换情绪和语气。 L人民文娱的微博视频,https://m.weibo.cn/detail/5283269592483798
