up主名字,主要知识领域,总权重,提及次数,回答提及数,评论提及数,正向/推荐,负向/避雷,中性/提及,代表点评,来源URL样例
靠爱发电但是每一期都总让人觉得不是滋味,综合知识/泛科普,2,1,0,1,1,0,0,说实话我也关注他好久了，之前视频质量确实好，但是好长时间以来一更视频必定恰饭，虽说不能让全职up主靠爱发电但是每一期都总让人觉得不是滋味，另外疫情期间,https://www.zhihu.com/question/391541354/answer/1224685705#comment-943770322
项天鹰,历史/军事,2,1,0,1,0,0,1,看官毛还不如看 @项天鹰,https://www.zhihu.com/question/570181345/answer/2919255372#comment-10492577484
....不知道为啥会这样感觉,生物/医学健康,1,1,0,1,0,0,1,视角姬。。。。怎么说，难道是我有一种仇富的心理？从开始的小房间里的vr游戏介绍，再到我的世界vr介绍，之后我就很少看他了，直到有一天我在首页刷到了，进去看了一下，又是豪宅，又是私人女频，就是这个感觉特别奇怪，一明星都没想您这样挥霍，一个up主....不知道为啥会这样感觉，可能是真嫉妒了，之后就拉黑了[捂脸],https://www.zhihu.com/question/391500788/answer/1189694076#comment-937188259
Cos,人文社科/国际政治,1,1,0,1,1,0,0,那不叫Cos，B站德棍也很多，但大部分都是德国军装勋章爱好者，要是真的信纳粹早就被平台封杀了。同理，网易看不到不是Cos的人，是因为你看不见[惊喜],https://www.zhihu.com/question/546163254/answer/3479343454#comment-11126780640
DongYang,语言/英语,1,1,0,1,0,0,1,@DongYang 阿居可以看看最后的计算机学习up主们～[爱],https://www.zhihu.com/question/292372507/answer/874294702#comment-768544165
Shane,语言/英语,1,1,0,1,1,0,0,默默推荐一下Shane老师的D&D…,https://www.zhihu.com/question/292372507/answer/798456280#comment-725273298
WOE,人文社科/国际政治,1,1,0,1,1,0,0,感谢推荐WOE！,https://www.zhihu.com/question/292372507/answer/794822278#comment-724017509
kiwi,历史/军事,1,1,0,1,1,0,0,我想推荐一个不是很热门的，叫 kiwi是个字幕君,https://www.zhihu.com/question/292372507/answer/491646875#comment-718510607
sin,人文社科/国际政治,1,1,0,1,0,0,1,提名sin！,https://www.zhihu.com/question/292372507/answer/794822278#comment-726801963
vloger,综合知识/泛科普,1,1,0,1,1,0,0,啊啊啊啊，我们的喜好居然差不多，我再推荐一个vloger，UP主叫：雨里待 我真的超爱他，视频风格超能合我的点，他是中戏导演系的学生，真的太爱他了,https://www.zhihu.com/question/286163357/answer/1125195550#comment-936356134
一本,历史/军事,1,1,0,1,1,0,0,个人推荐一本《复兴之路》也挺不错的,https://www.zhihu.com/question/20937728/answer/423275983#comment-1200523942
一边按部就班的找着,科普/自然科学,1,1,0,1,1,0,0,一边看着你的安利一边按部就班的找着up主 [吃瓜],https://www.zhihu.com/question/265883810/answer/976227155#comment-823702839
不抱怨的世界,科普/自然科学,1,1,0,1,1,0,0,无数次向人推荐字数不多的《孤独六讲》，是让我跳出他人价值观，学会独立思考的启蒙老师，可惜没有人接受我的推荐真正去读。。。还有一本改变我人生的书叫《不抱怨的世界》，就是去实践一个很简单的步骤，已经正能量满满的人就不需要了。,https://www.zhihu.com/question/22238159/answer/20783349#comment-53272524
不是很热门的,历史/军事,1,1,0,1,1,0,0,我想推荐一个不是很热门的，叫 kiwi是个字幕君,https://www.zhihu.com/question/292372507/answer/491646875#comment-718510607
个妈咪说,综合知识/泛科普,1,1,0,1,1,0,0,科普我推荐个妈咪说[爱][爱][爱],https://www.zhihu.com/question/312054931/answer/939728186#comment-806785765
为up,历史/军事,1,1,0,1,0,0,1,为up：oeasy发声！！！专门做关于计算机软件学习的视频。Ae 、Pr 、Ps等软件都能找到。,https://www.zhihu.com/question/292372507/answer/491646875#comment-718721746
人怎么发言,历史/军事,1,1,0,1,0,0,1,贴吧管的太严了，现在说什么都抽楼，只能用谐音，这叫人怎么发言。,https://www.zhihu.com/question/570181345/answer/2919255372#comment-10493076156
什么名字呢,语言/英语,1,1,0,1,1,0,0,您好，请问你的哔哩哔哩叫什么名字呢？可以关注你吗？ [欢呼],https://www.zhihu.com/question/292372507/answer/874294702#comment-792629945
什么都想好了一样,人文社科/国际政治,1,1,0,1,1,0,0,跟对面一个妹子看他一眼，他连两个人的孩子叫什么都想好了一样,https://www.zhihu.com/question/546163254/answer/3479343454#comment-11359284017
仍然不是我首页推荐的主要部分,人文社科/国际政治,1,1,0,1,1,0,0,我的首页也跟答主情况一样，尽管已经主动搜了很多长视频，常看的长视频up主仍然不是我首页推荐的主要部分，更多的是娱乐的生活的短视频[捂脸],https://www.zhihu.com/question/577103562/answer/2840274997#comment-10416287879
以上分类均有涉猎,综合知识/泛科普,1,1,0,1,1,0,0,以上分类均有涉猎——lks，推荐一下,https://www.zhihu.com/question/312054931/answer/2994729526#comment-10620468163
但是我还是觉的聪明种意义上来说,科普/自然科学,1,1,0,1,0,0,1,但是我还是觉的聪明种意义上来说：我啥事儿不干就已经比那帮被坑的sb要强很多了这句话太对了,https://www.zhihu.com/question/374641978/answer/1205390181#comment-933049163
你家宝贝,科普/自然科学,1,1,0,1,0,0,1,什么叫你家宝贝，你成功激怒了200万人,https://www.zhihu.com/question/376032562/answer/1120368698#comment-927399400
你管李永乐叫物理up,人文社科/国际政治,1,1,0,1,0,0,1,你管李永乐叫物理up:,https://www.zhihu.com/question/292372507/answer/794822278#comment-726666817
偏偏要剃光头把人看哭,综合知识/泛科普,1,1,0,1,1,0,0,不喜欢了，明明是个美妆up主 偏偏要剃光头把人看哭[大哭][大哭][大哭],https://www.zhihu.com/question/41931111/answer/901497054#comment-784051037
充电了,科普/自然科学,1,1,0,1,1,0,0,能否请教下，用电脑登录的网页版的 b站为什么总是会突然停止播放，要么就是显示谁谁谁给up主充电了。然后回到开头，就停在开头了。网上查了 查不到原因。感谢好心人解答哈♤,https://www.zhihu.com/question/19956869/answer/113068691#comment-153052845
到了,综合知识/泛科普,1,1,0,1,1,0,0,有没有人告诉我这个人的全名？QAQ被答主安利到了，我想去b站关注一波~,https://www.zhihu.com/question/264525046/answer/441814510#comment-489587332
可以让你成为同学口中的,综合知识/泛科普,1,1,0,1,0,0,1,修学期间做up主可以让你成为同学口中的“富二代”，等毕业了就不行了,https://www.zhihu.com/question/308179641/answer/571269943#comment-743025347
名字就是这个吗,人文社科/国际政治,1,1,0,1,0,0,1,up主名字就是这个吗？,https://www.zhihu.com/question/292372507/answer/794822278#comment-724897829
名称是什么,历史/军事,1,1,0,1,0,0,1,炒饭熊945现在的账号名称是什么？,https://www.zhihu.com/question/437401489/answer/2665504814#comment-10327362362
多了干脆选择拉黑这个博主,综合知识/泛科普,1,1,0,1,1,0,0,很漂亮，但不够撩。她真的以为有人上b站是学知识的？[思考]看b站推荐多了干脆选择拉黑这个博主。 我是个大俗人，我只喜欢eye candy. 汽车区的车若初见就很不错，声音软糯，该露的露，而且还不带风尘味。,https://www.zhihu.com/question/537496812/answer/1908489771912787772#comment-11182846377
好多,综合知识/泛科普,1,1,0,1,1,0,0,优秀的UP主好多，我写不全，需要你们补充呀！ [干杯],https://www.zhihu.com/question/291506148/answer/865870707#comment-764496167
姜与猪肉,数学/物理,1,1,0,1,0,0,1,@姜与猪肉,https://www.zhihu.com/question/66268572/answer/241395862#comment-352564713
字数不多的,科普/自然科学,1,1,0,1,1,0,0,无数次向人推荐字数不多的《孤独六讲》，是让我跳出他人价值观，学会独立思考的启蒙老师，可惜没有人接受我的推荐真正去读。。。还有一本改变我人生的书叫《不抱怨的世界》，就是去实践一个很简单的步骤，已经正能量满满的人就不需要了。,https://www.zhihu.com/question/22238159/answer/20783349#comment-53272524
对发电,综合知识/泛科普,1,1,0,1,0,1,0,你的话有些太过绝对了，太自信也不是什么好事。水视频是有水过的，只是少，但不能说没有，我大概是老粉了吧（毕竟看他的视频也有三四年了）我也没有要故意挑事的意思，毕竟自己也有和猛汉相似的地方，比如声音，开玩笑的方式，可能也受他影响吧，也有当up主，做视频制作的打算。视频弹幕里，也有人发的水视频的弹幕（我不太喜欢发弹幕，感觉有点浪费时间），水视频这个说法算是up主对发电（广告）视频的自嘲，不一定就是帽子，请不要误会。,https://www.zhihu.com/question/264525046/answer/441814510#comment-488435760
小森森,综合知识/泛科普,1,1,0,1,0,0,1,up主：小森森，用来大面了解中国史,https://www.zhihu.com/question/291506148/answer/3015453485#comment-10667402416
很优秀,科普/自然科学,1,1,0,1,1,0,0,作为入门级的政经科普up主很优秀，有没有入门级往后的科普up主推荐啊,https://www.zhihu.com/question/537496812/answer/1907966309989356230#comment-11182909194
怎么可能没有东云正树姐姐和马同学,生物/医学健康,1,1,0,1,0,0,1,数学类博主怎么可能没有东云正树姐姐和马同学,https://www.zhihu.com/question/291506148/answer/2810334107#comment-10393513293
我以前就关注了,综合知识/泛科普,1,1,0,1,1,0,0,可以看出来很用心，里面推荐的好些up主我以前就关注了，都是喜欢的。谢推[红心],https://www.zhihu.com/question/286163357/answer/1125195550#comment-941960997
我都关注了,科普/自然科学,1,1,0,1,0,1,0,能告诉我水的Up主哪些啊，几乎以上up主我都关注了[捂脸],https://www.zhihu.com/question/272389513/answer/828234838#comment-887201016
手术两百年,综合知识/泛科普,1,1,0,1,1,0,0,推荐《手术两百年》,https://www.zhihu.com/question/315958918/answer/757741290#comment-705236952
才明白作为说的是客观事实而已,综合知识/泛科普,1,1,0,1,0,0,1,不一定，只有自己做过博主才明白作为说的是客观事实而已。,https://www.zhihu.com/question/537496812/answer/1908489771912787772#comment-11189428779
推荐啊,科普/自然科学,1,1,0,1,1,0,0,作为入门级的政经科普up主很优秀，有没有入门级往后的科普up主推荐啊,https://www.zhihu.com/question/537496812/answer/1907966309989356230#comment-11182909194
教舞蹈,学习/考试,1,1,0,1,1,0,0,想问下小仙女有没有推荐教舞蹈的up主。想自学舞蹈.......,https://www.zhihu.com/question/292372507/answer/491646875#comment-718719639
无影灯下,综合知识/泛科普,1,1,0,1,0,0,1,医疗类首推 无影灯下,https://www.zhihu.com/question/315958918/answer/757741290#comment-779850566
有吗,生物/医学健康,1,1,0,1,0,0,1,请问会计类的UP主有吗,https://www.zhihu.com/question/291506148/answer/2810334107#comment-10391874939
来上外,语言/英语,1,1,0,1,1,0,0,如果学语言确实很推荐来上外,https://www.zhihu.com/question/489138849/answer/2441428158#comment-10257855240
汉水丑生,数学/物理,1,1,0,1,0,1,0,生物推荐汉水丑生!!,https://www.zhihu.com/question/66268572/answer/241395862#comment-347025840
灼热的,财经/商业,1,1,0,1,0,0,1,你B站id是不是叫灼热的*......,https://www.zhihu.com/question/384542217/answer/1161267026#comment-911983254
物理up,人文社科/国际政治,1,1,0,1,0,0,1,你管李永乐叫物理up:,https://www.zhihu.com/question/292372507/answer/794822278#comment-726666817
特别吸粉,综合知识/泛科普,1,1,0,1,1,0,0,巫师的涨粉速度相当恐怖了，才10个视频，粉丝数已经150万了，果然做硬核内容的UP主特别吸粉,https://www.zhihu.com/question/291506148/answer/884690034#comment-808243269
猛汉,综合知识/泛科普,1,1,0,1,0,0,1,“我叫猛汉”,https://www.zhihu.com/question/264525046/answer/441814510#comment-488530245
的主要部分,人文社科/国际政治,1,1,0,1,1,0,0,我的首页也跟答主情况一样，尽管已经主动搜了很多长视频，常看的长视频up主仍然不是我首页推荐的主要部分，更多的是娱乐的生活的短视频[捂脸],https://www.zhihu.com/question/577103562/answer/2840274997#comment-10416287879
的又是购买项目,学习/考试,1,1,0,1,0,1,0,Coursera的课程现在看不了，而你推荐的又是购买项目，所以请你注明，不然会误导大家。,https://www.zhihu.com/question/27200727/answer/961993027#comment-854279964
真正去读,科普/自然科学,1,1,0,1,1,0,0,无数次向人推荐字数不多的《孤独六讲》，是让我跳出他人价值观，学会独立思考的启蒙老师，可惜没有人接受我的推荐真正去读。。。还有一本改变我人生的书叫《不抱怨的世界》，就是去实践一个很简单的步骤，已经正能量满满的人就不需要了。,https://www.zhihu.com/question/22238159/answer/20783349#comment-53272524
笑点解析,人文社科/国际政治,1,1,0,1,0,0,1,笑点解析：政治能力强[大笑],https://www.zhihu.com/question/495149510/answer/6309385368#comment-11019108192
花销大,综合知识/泛科普,1,1,0,1,0,0,1,博主花销大，也要恰饭的嘛[捂脸]不太过分都还可以，所以看视频的时候一定要带着理智[爱],https://www.zhihu.com/question/41931111/answer/901497054#comment-783898596
